time,ghi,dni,dhi,temp_air,wind_speed
1990-01-01 00:00:00+00:00,0.0,0.0,0.0,25.22,3.8
1990-01-01 01:00:00+00:00,20.45,0.0,20.45,25.32,3.78
1990-01-01 02:00:00+00:00,121.95,206.68,72.6,25.43,3.76
1990-01-01 03:00:00+00:00,228.35,191.47,141.85,25.54,3.74
1990-01-01 04:00:00+00:00,296.3,209.63,164.2,25.65,3.72
1990-01-01 05:00:00+00:00,359.45,165.67,233.25,25.75,3.7
1990-01-01 06:00:00+00:00,703.75,583.27,215.2,25.86,3.68
1990-01-01 07:00:00+00:00,633.45,454.35,246.1,25.97,3.65
1990-01-01 08:00:00+00:00,573.0,479.92,186.4,28.58,3.38
1990-01-01 09:00:00+00:00,506.45,539.27,129.05,28.5,3.38
1990-01-01 10:00:00+00:00,290.45,332.01,110.3,28.36,3.52
1990-01-01 11:00:00+00:00,105.6,154.26,52.45,27.77,3.59
1990-01-01 12:00:00+00:00,8.85,28.53,5.45,27.1,3.24
1990-01-01 13:00:00+00:00,0.0,0.0,0.0,26.44,3.24
1990-01-01 14:00:00+00:00,0.0,0.0,0.0,26.07,3.24
1990-01-01 15:00:00+00:00,0.0,0.0,0.0,25.88,3.45
1990-01-01 16:00:00+00:00,0.0,0.0,0.0,25.55,3.93
1990-01-01 17:00:00+00:00,0.0,0.0,0.0,25.08,4.28
1990-01-01 18:00:00+00:00,0.0,0.0,0.0,24.64,4.34
1990-01-01 19:00:00+00:00,0.0,0.0,0.0,24.66,4.14
1990-01-01 20:00:00+00:00,0.0,0.0,0.0,24.51,4.28
1990-01-01 21:00:00+00:00,0.0,0.0,0.0,24.23,4.14
1990-01-01 22:00:00+00:00,0.0,0.0,0.0,24.03,4.0
1990-01-01 23:00:00+00:00,0.0,0.0,0.0,23.77,3.93
1990-01-02 00:00:00+00:00,0.0,0.0,0.0,23.59,3.79
1990-01-02 01:00:00+00:00,32.1,0.0,32.1,23.49,3.72
1990-01-02 02:00:00+00:00,258.2,667.42,99.7,23.79,3.59
1990-01-02 03:00:00+00:00,393.6,494.99,170.45,24.66,5.03
1990-01-02 04:00:00+00:00,595.45,625.07,201.9,25.59,4.76
1990-01-02 05:00:00+00:00,769.65,764.17,187.6,26.62,4.28
1990-01-02 06:00:00+00:00,812.95,765.37,171.55,27.64,4.07
1990-01-02 07:00:00+00:00,808.6,746.57,171.45,28.59,4.41
1990-01-02 08:00:00+00:00,662.55,606.91,172.85,29.1,4.41
1990-01-02 09:00:00+00:00,568.1,602.99,145.1,29.27,4.48
1990-01-02 10:00:00+00:00,387.15,539.19,93.55,29.14,4.48
1990-01-02 11:00:00+00:00,163.1,288.81,63.0,28.61,4.34
1990-01-02 12:00:00+00:00,14.95,55.67,8.2,27.68,4.14
1990-01-02 13:00:00+00:00,0.0,0.0,0.0,26.78,4.14
1990-01-02 14:00:00+00:00,0.0,0.0,0.0,26.11,4.28
1990-01-02 15:00:00+00:00,0.0,0.0,0.0,25.47,4.28
1990-01-02 16:00:00+00:00,0.0,0.0,0.0,24.9,4.14
1990-01-02 17:00:00+00:00,0.0,0.0,0.0,24.43,3.93
1990-01-02 18:00:00+00:00,0.0,0.0,0.0,24.07,3.72
1990-01-02 19:00:00+00:00,0.0,0.0,0.0,23.82,3.79
1990-01-02 20:00:00+00:00,0.0,0.0,0.0,23.6,3.45
1990-01-02 21:00:00+00:00,0.0,0.0,0.0,23.41,3.1
1990-01-02 22:00:00+00:00,0.0,0.0,0.0,23.26,2.9
1990-01-02 23:00:00+00:00,0.0,0.0,0.0,23.14,2.9
1990-01-03 00:00:00+00:00,0.0,0.0,0.0,23.05,2.97
1990-01-03 01:00:00+00:00,39.35,0.0,39.35,23.01,3.03
1990-01-03 02:00:00+00:00,267.3,625.01,119.65,23.55,3.1
1990-01-03 03:00:00+00:00,498.7,807.59,135.35,24.73,3.66
1990-01-03 04:00:00+00:00,641.3,731.0,181.4,26.01,4.76
1990-01-03 05:00:00+00:00,573.85,390.26,276.6,27.02,4.48
1990-01-03 06:00:00+00:00,525.8,263.32,305.0,27.79,4.07
1990-01-03 07:00:00+00:00,561.15,242.04,354.35,28.25,3.86
1990-01-03 08:00:00+00:00,462.05,240.77,267.45,28.63,3.52
1990-01-03 09:00:00+00:00,372.5,219.85,217.9,28.66,3.59
1990-01-03 10:00:00+00:00,240.85,157.19,154.95,28.5,3.66
1990-01-03 11:00:00+00:00,104.1,49.33,86.9,28.03,3.59
1990-01-03 12:00:00+00:00,10.95,1.22,10.8,27.26,3.66
1990-01-03 13:00:00+00:00,0.0,0.0,0.0,26.49,3.79
1990-01-03 14:00:00+00:00,0.0,0.0,0.0,26.06,4.0
1990-01-03 15:00:00+00:00,0.0,0.0,0.0,25.65,4.34
1990-01-03 16:00:00+00:00,0.0,0.0,0.0,25.19,4.55
1990-01-03 17:00:00+00:00,0.0,0.0,0.0,24.67,4.55
1990-01-03 18:00:00+00:00,0.0,0.0,0.0,24.3,4.41
1990-01-03 19:00:00+00:00,0.0,0.0,0.0,24.01,4.21
1990-01-03 20:00:00+00:00,0.0,0.0,0.0,23.78,3.93
1990-01-03 21:00:00+00:00,0.0,0.0,0.0,23.62,3.59
1990-01-03 22:00:00+00:00,0.0,0.0,0.0,23.49,3.38
1990-01-03 23:00:00+00:00,0.0,0.0,0.0,23.43,3.52
1990-01-04 00:00:00+00:00,0.0,0.0,0.0,23.43,3.79
1990-01-04 01:00:00+00:00,42.7,0.0,42.7,23.44,3.93
1990-01-04 02:00:00+00:00,241.15,488.65,126.3,23.86,3.93
1990-01-04 03:00:00+00:00,482.25,772.14,135.5,24.82,4.62
1990-01-04 04:00:00+00:00,704.7,896.97,140.75,25.96,4.9
1990-01-04 05:00:00+00:00,788.45,801.84,177.65,27.08,4.9
1990-01-04 06:00:00+00:00,778.65,688.51,200.95,28.07,4.97
1990-01-04 07:00:00+00:00,725.9,581.18,228.75,28.78,4.83
1990-01-04 08:00:00+00:00,639.7,573.5,175.35,29.18,5.03
1990-01-04 09:00:00+00:00,496.9,469.23,166.1,29.16,5.24
1990-01-04 10:00:00+00:00,367.2,468.59,110.2,28.84,5.38
1990-01-04 11:00:00+00:00,147.3,201.56,76.6,28.37,5.03
1990-01-04 12:00:00+00:00,14.95,25.92,11.7,27.58,4.69
1990-01-04 13:00:00+00:00,0.0,0.0,0.0,26.71,4.62
1990-01-04 14:00:00+00:00,0.0,0.0,0.0,26.19,4.62
1990-01-04 15:00:00+00:00,0.0,0.0,0.0,25.7,4.55
1990-01-04 16:00:00+00:00,0.0,0.0,0.0,25.31,4.34
1990-01-04 17:00:00+00:00,0.0,0.0,0.0,25.01,4.07
1990-01-04 18:00:00+00:00,0.0,0.0,0.0,24.82,4.0
1990-01-04 19:00:00+00:00,0.0,0.0,0.0,24.77,3.86
1990-01-04 20:00:00+00:00,0.0,0.0,0.0,24.6,3.86
1990-01-04 21:00:00+00:00,0.0,0.0,0.0,24.43,3.72
1990-01-04 22:00:00+00:00,0.0,0.0,0.0,24.2,3.72
1990-01-04 23:00:00+00:00,0.0,0.0,0.0,24.13,3.59
1990-01-05 00:00:00+00:00,0.0,0.0,0.0,23.91,3.79
1990-01-05 01:00:00+00:00,0.0,0.0,0.0,23.89,3.72
1990-01-05 02:00:00+00:00,261.05,788.41,76.65,24.14,3.79
1990-01-05 03:00:00+00:00,403.5,635.74,118.5,25.1,5.24
1990-01-05 04:00:00+00:00,521.3,574.41,160.35,26.06,5.52
1990-01-05 05:00:00+00:00,636.2,605.22,175.1,26.78,5.52
1990-01-05 06:00:00+00:00,603.95,477.8,202.75,27.49,5.52
1990-01-05 07:00:00+00:00,648.95,466.09,249.75,28.12,5.24
1990-01-05 08:00:00+00:00,555.8,420.82,214.45,28.5,5.38
1990-01-05 09:00:00+00:00,556.8,616.46,121.1,28.38,5.52
1990-01-05 10:00:00+00:00,331.55,362.24,132.15,28.3,5.72
1990-01-05 11:00:00+00:00,135.05,138.58,86.15,27.82,5.45
1990-01-05 12:00:00+00:00,13.75,14.12,11.95,27.05,4.97
1990-01-05 13:00:00+00:00,0.0,0.0,0.0,26.21,4.83
1990-01-05 14:00:00+00:00,0.0,0.0,0.0,25.53,4.83
1990-01-05 15:00:00+00:00,0.0,0.0,0.0,25.05,4.69
1990-01-05 16:00:00+00:00,0.0,0.0,0.0,24.64,4.48
1990-01-05 17:00:00+00:00,0.0,0.0,0.0,24.34,4.41
1990-01-05 18:00:00+00:00,0.0,0.0,0.0,24.15,4.41
1990-01-05 19:00:00+00:00,0.0,0.0,0.0,24.13,4.41
1990-01-05 20:00:00+00:00,0.0,0.0,0.0,24.0,4.21
1990-01-05 21:00:00+00:00,0.0,0.0,0.0,23.81,4.0
1990-01-05 22:00:00+00:00,0.0,0.0,0.0,23.6,3.79
1990-01-05 23:00:00+00:00,0.0,0.0,0.0,23.42,3.72
1990-01-06 00:00:00+00:00,0.0,0.0,0.0,23.29,3.66
1990-01-06 01:00:00+00:00,0.0,0.0,0.0,23.22,3.52
1990-01-06 02:00:00+00:00,265.1,649.08,114.0,23.59,3.52
1990-01-06 03:00:00+00:00,453.95,656.43,160.15,24.58,4.21
1990-01-06 04:00:00+00:00,557.75,526.59,227.0,25.65,4.83
1990-01-06 05:00:00+00:00,712.8,595.35,259.1,26.55,5.86
1990-01-06 06:00:00+00:00,646.15,397.03,312.5,27.39,6.0
1990-01-06 07:00:00+00:00,569.35,350.91,268.4,27.77,6.0
1990-01-06 08:00:00+00:00,535.15,336.6,261.6,27.98,6.0
1990-01-06 09:00:00+00:00,456.0,314.55,233.1,28.11,6.0
1990-01-06 10:00:00+00:00,290.5,274.2,139.0,27.96,5.93
1990-01-06 11:00:00+00:00,133.2,173.52,71.6,27.41,5.59
1990-01-06 12:00:00+00:00,15.4,29.72,11.55,26.63,5.17
1990-01-06 13:00:00+00:00,0.0,0.0,0.0,25.86,5.03
1990-01-06 14:00:00+00:00,0.0,0.0,0.0,25.31,4.9
1990-01-06 15:00:00+00:00,0.0,0.0,0.0,24.91,4.69
1990-01-06 16:00:00+00:00,0.0,0.0,0.0,24.52,4.41
1990-01-06 17:00:00+00:00,0.0,0.0,0.0,24.21,4.14
1990-01-06 18:00:00+00:00,0.0,0.0,0.0,24.0,3.86
1990-01-06 19:00:00+00:00,0.0,0.0,0.0,23.93,3.93
1990-01-06 20:00:00+00:00,0.0,0.0,0.0,23.68,3.59
1990-01-06 21:00:00+00:00,0.0,0.0,0.0,23.41,3.24
1990-01-06 22:00:00+00:00,0.0,0.0,0.0,23.27,3.1
1990-01-06 23:00:00+00:00,0.0,0.0,0.0,23.16,3.03
1990-01-07 00:00:00+00:00,0.0,0.0,0.0,23.12,3.17
1990-01-07 01:00:00+00:00,0.0,0.0,0.0,23.14,3.38
1990-01-07 02:00:00+00:00,252.15,608.86,111.05,23.67,3.45
1990-01-07 03:00:00+00:00,448.7,649.01,158.65,24.91,4.0
1990-01-07 04:00:00+00:00,693.9,885.83,137.7,26.13,4.9
1990-01-07 05:00:00+00:00,566.0,379.1,277.0,27.31,6.41
1990-01-07 06:00:00+00:00,541.25,366.3,233.15,27.76,6.41
1990-01-07 07:00:00+00:00,580.35,338.6,289.55,28.11,5.93
1990-01-07 08:00:00+00:00,492.8,253.48,286.4,28.24,5.93
1990-01-07 09:00:00+00:00,494.15,459.18,167.9,28.13,5.93
1990-01-07 10:00:00+00:00,282.3,340.61,93.4,28.04,5.79
1990-01-07 11:00:00+00:00,138.8,192.36,70.1,27.58,5.52
1990-01-07 12:00:00+00:00,14.0,30.01,10.05,27.0,5.38
1990-01-07 13:00:00+00:00,0.0,0.0,0.0,26.29,5.17
1990-01-07 14:00:00+00:00,0.0,0.0,0.0,25.81,5.24
1990-01-07 15:00:00+00:00,0.0,0.0,0.0,25.27,5.24
1990-01-07 16:00:00+00:00,0.0,0.0,0.0,24.84,5.03
1990-01-07 17:00:00+00:00,0.0,0.0,0.0,24.52,4.9
1990-01-07 18:00:00+00:00,0.0,0.0,0.0,24.25,4.76
1990-01-07 19:00:00+00:00,0.0,0.0,0.0,24.14,4.28
1990-01-07 20:00:00+00:00,0.0,0.0,0.0,24.01,4.21
1990-01-07 21:00:00+00:00,0.0,0.0,0.0,24.01,4.07
1990-01-07 22:00:00+00:00,0.0,0.0,0.0,23.81,4.0
1990-01-07 23:00:00+00:00,0.0,0.0,0.0,23.69,3.93
1990-01-08 00:00:00+00:00,0.0,0.0,0.0,23.65,3.79
1990-01-08 01:00:00+00:00,0.0,0.0,0.0,23.62,3.79
1990-01-08 02:00:00+00:00,221.6,337.59,143.7,23.89,3.66
1990-01-08 03:00:00+00:00,360.5,377.43,192.05,24.78,3.79
1990-01-08 04:00:00+00:00,601.3,570.07,243.45,25.6,4.34
1990-01-08 05:00:00+00:00,703.5,553.52,281.35,26.83,5.52
1990-01-08 06:00:00+00:00,668.5,395.05,335.9,27.58,5.52
1990-01-08 07:00:00+00:00,634.5,419.21,273.95,28.01,5.03
1990-01-08 08:00:00+00:00,498.05,221.47,317.35,28.26,4.69
1990-01-08 09:00:00+00:00,458.15,258.76,273.8,28.18,4.48
1990-01-08 10:00:00+00:00,258.7,174.96,161.3,28.1,4.48
1990-01-08 11:00:00+00:00,141.2,150.15,87.25,27.61,4.34
1990-01-08 12:00:00+00:00,13.55,19.07,11.0,26.92,4.55
1990-01-08 13:00:00+00:00,0.0,0.0,0.0,26.15,4.69
1990-01-08 14:00:00+00:00,0.0,0.0,0.0,25.62,4.76
1990-01-08 15:00:00+00:00,0.0,0.0,0.0,25.2,4.76
1990-01-08 16:00:00+00:00,0.0,0.0,0.0,24.82,4.62
1990-01-08 17:00:00+00:00,0.0,0.0,0.0,24.53,4.34
1990-01-08 18:00:00+00:00,0.0,0.0,0.0,24.27,4.0
1990-01-08 19:00:00+00:00,0.0,0.0,0.0,24.09,3.66
1990-01-08 20:00:00+00:00,0.0,0.0,0.0,23.92,3.52
1990-01-08 21:00:00+00:00,0.0,0.0,0.0,23.72,3.45
1990-01-08 22:00:00+00:00,0.0,0.0,0.0,23.62,3.59
1990-01-08 23:00:00+00:00,0.0,0.0,0.0,23.58,3.93
1990-01-09 00:00:00+00:00,0.0,0.0,0.0,23.61,4.21
1990-01-09 01:00:00+00:00,0.0,0.0,0.0,23.67,4.28
1990-01-09 02:00:00+00:00,145.45,93.34,124.0,24.01,4.21
1990-01-09 03:00:00+00:00,214.0,22.88,203.8,24.67,4.14
1990-01-09 04:00:00+00:00,328.25,13.3,319.9,25.18,4.62
1990-01-09 05:00:00+00:00,410.35,68.87,357.8,25.77,5.24
1990-01-09 06:00:00+00:00,502.7,165.7,363.05,26.27,5.52
1990-01-09 07:00:00+00:00,522.75,253.43,304.45,26.86,4.76
1990-01-09 08:00:00+00:00,570.3,313.85,313.7,27.36,4.69
1990-01-09 09:00:00+00:00,548.3,471.31,211.6,27.91,4.55
1990-01-09 10:00:00+00:00,380.85,439.85,135.05,28.33,4.48
1990-01-09 11:00:00+00:00,147.85,170.13,86.35,28.24,4.48
1990-01-09 12:00:00+00:00,13.95,12.89,12.2,27.34,4.28
1990-01-09 13:00:00+00:00,0.0,0.0,0.0,26.43,4.55
1990-01-09 14:00:00+00:00,0.0,0.0,0.0,25.8,4.83
1990-01-09 15:00:00+00:00,0.0,0.0,0.0,25.38,4.9
1990-01-09 16:00:00+00:00,0.0,0.0,0.0,25.11,4.62
1990-01-09 17:00:00+00:00,0.0,0.0,0.0,24.79,4.34
1990-01-09 18:00:00+00:00,0.0,0.0,0.0,24.54,4.0
1990-01-09 19:00:00+00:00,0.0,0.0,0.0,24.19,3.66
1990-01-09 20:00:00+00:00,0.0,0.0,0.0,23.98,3.52
1990-01-09 21:00:00+00:00,0.0,0.0,0.0,23.81,3.45
1990-01-09 22:00:00+00:00,0.0,0.0,0.0,23.68,3.59
1990-01-09 23:00:00+00:00,0.0,0.0,0.0,23.59,3.59
1990-01-10 00:00:00+00:00,0.0,0.0,0.0,23.47,3.45
1990-01-10 01:00:00+00:00,0.0,0.0,0.0,23.35,3.45
1990-01-10 02:00:00+00:00,212.8,275.2,149.8,23.61,3.45
1990-01-10 03:00:00+00:00,402.1,363.82,240.1,24.64,3.93
1990-01-10 04:00:00+00:00,585.8,541.5,245.95,25.7,4.76
1990-01-10 05:00:00+00:00,507.85,273.8,298.8,26.67,5.24
1990-01-10 06:00:00+00:00,454.95,216.31,272.45,27.21,4.97
1990-01-10 07:00:00+00:00,484.55,179.83,329.4,27.53,4.48
1990-01-10 08:00:00+00:00,533.8,323.01,269.15,27.72,4.21
1990-01-10 09:00:00+00:00,543.2,466.99,208.65,27.92,4.14
1990-01-10 10:00:00+00:00,345.35,358.75,144.1,28.07,4.34
1990-01-10 11:00:00+00:00,185.7,317.19,70.35,27.54,4.55
1990-01-10 12:00:00+00:00,21.65,69.61,12.05,26.78,4.21
1990-01-10 13:00:00+00:00,0.0,0.0,0.0,25.9,3.93
1990-01-10 14:00:00+00:00,0.0,0.0,0.0,25.48,3.72
1990-01-10 15:00:00+00:00,0.0,0.0,0.0,25.07,3.66
1990-01-10 16:00:00+00:00,0.0,0.0,0.0,24.57,3.66
1990-01-10 17:00:00+00:00,0.0,0.0,0.0,24.0,3.52
1990-01-10 18:00:00+00:00,0.0,0.0,0.0,23.51,3.31
1990-01-10 19:00:00+00:00,0.0,0.0,0.0,23.07,3.38
1990-01-10 20:00:00+00:00,0.0,0.0,0.0,22.72,3.17
1990-01-10 21:00:00+00:00,0.0,0.0,0.0,22.44,3.03
1990-01-10 22:00:00+00:00,0.0,0.0,0.0,22.28,2.83
1990-01-10 23:00:00+00:00,0.0,0.0,0.0,22.18,2.83
1990-01-11 00:00:00+00:00,0.0,0.0,0.0,22.07,2.76
1990-01-11 01:00:00+00:00,0.0,0.0,0.0,21.94,2.62
1990-01-11 02:00:00+00:00,285.5,845.48,92.65,22.32,2.41
1990-01-11 03:00:00+00:00,524.3,935.71,108.05,23.76,2.48
1990-01-11 04:00:00+00:00,726.9,976.35,114.1,25.26,2.55
1990-01-11 05:00:00+00:00,868.1,980.2,119.2,26.54,2.62
1990-01-11 06:00:00+00:00,916.35,914.29,144.05,27.62,2.83
1990-01-11 07:00:00+00:00,898.25,888.73,130.25,27.79,3.17
1990-01-11 08:00:00+00:00,715.75,694.14,145.8,28.22,3.1
1990-01-11 09:00:00+00:00,594.15,572.44,182.9,28.35,3.24
1990-01-11 10:00:00+00:00,363.35,433.28,119.35,28.3,3.45
1990-01-11 11:00:00+00:00,159.05,260.76,63.65,27.72,3.59
1990-01-11 12:00:00+00:00,21.7,59.65,13.35,26.74,3.45
1990-01-11 13:00:00+00:00,0.0,0.0,0.0,25.75,3.52
1990-01-11 14:00:00+00:00,0.0,0.0,0.0,25.4,3.45
1990-01-11 15:00:00+00:00,0.0,0.0,0.0,25.26,3.52
1990-01-11 16:00:00+00:00,0.0,0.0,0.0,24.99,3.59
1990-01-11 17:00:00+00:00,0.0,0.0,0.0,24.58,3.38
1990-01-11 18:00:00+00:00,0.0,0.0,0.0,24.15,3.1
1990-01-11 19:00:00+00:00,0.0,0.0,0.0,24.11,2.69
1990-01-11 20:00:00+00:00,0.0,0.0,0.0,23.87,2.41
1990-01-11 21:00:00+00:00,0.0,0.0,0.0,23.64,2.41
1990-01-11 22:00:00+00:00,0.0,0.0,0.0,23.41,2.48
1990-01-11 23:00:00+00:00,0.0,0.0,0.0,23.31,2.41
1990-01-12 00:00:00+00:00,0.0,0.0,0.0,23.17,2.34
1990-01-12 01:00:00+00:00,0.0,0.0,0.0,23.1,2.41
1990-01-12 02:00:00+00:00,283.3,906.22,77.3,23.52,2.55
1990-01-12 03:00:00+00:00,505.4,903.29,103.9,24.78,3.1
1990-01-12 04:00:00+00:00,570.95,637.28,170.9,26.24,3.86
1990-01-12 05:00:00+00:00,583.9,463.97,229.15,27.31,4.14
1990-01-12 06:00:00+00:00,573.3,346.44,280.3,27.98,4.28
1990-01-12 07:00:00+00:00,656.2,380.07,327.2,28.49,4.48
1990-01-12 08:00:00+00:00,584.75,354.9,292.7,28.73,4.62
1990-01-12 09:00:00+00:00,387.8,231.03,221.35,28.73,4.62
1990-01-12 10:00:00+00:00,323.0,307.25,149.3,28.39,4.48
1990-01-12 11:00:00+00:00,152.95,188.28,83.65,28.15,4.28
1990-01-12 12:00:00+00:00,20.1,58.07,11.85,27.61,3.59
1990-01-12 13:00:00+00:00,0.0,0.0,0.0,26.89,3.52
1990-01-12 14:00:00+00:00,0.0,0.0,0.0,26.33,3.38
1990-01-12 15:00:00+00:00,0.0,0.0,0.0,25.85,3.45
1990-01-12 16:00:00+00:00,0.0,0.0,0.0,25.27,3.72
1990-01-12 17:00:00+00:00,0.0,0.0,0.0,24.71,3.72
1990-01-12 18:00:00+00:00,0.0,0.0,0.0,24.21,3.66
1990-01-12 19:00:00+00:00,0.0,0.0,0.0,23.82,3.79
1990-01-12 20:00:00+00:00,0.0,0.0,0.0,23.59,3.79
1990-01-12 21:00:00+00:00,0.0,0.0,0.0,23.27,3.86
1990-01-12 22:00:00+00:00,0.0,0.0,0.0,23.14,3.79
1990-01-12 23:00:00+00:00,0.0,0.0,0.0,23.03,3.72
1990-01-13 00:00:00+00:00,0.0,0.0,0.0,22.92,3.79
1990-01-13 01:00:00+00:00,0.0,0.0,0.0,22.88,3.93
1990-01-13 02:00:00+00:00,215.7,534.64,94.55,23.12,3.93
1990-01-13 03:00:00+00:00,413.95,604.71,145.35,23.93,4.83
1990-01-13 04:00:00+00:00,713.2,939.24,123.45,24.82,4.76
1990-01-13 05:00:00+00:00,830.65,889.85,149.7,26.06,4.76
1990-01-13 06:00:00+00:00,908.45,893.73,151.6,27.16,0.0
1990-01-13 07:00:00+00:00,888.2,840.23,159.6,28.06,0.0
1990-01-13 08:00:00+00:00,791.1,799.27,131.9,28.7,4.9
1990-01-13 09:00:00+00:00,606.05,677.51,116.5,29.01,4.97
1990-01-13 10:00:00+00:00,443.2,631.22,84.95,28.88,5.03
1990-01-13 11:00:00+00:00,189.3,342.32,62.55,28.51,5.17
1990-01-13 12:00:00+00:00,23.85,88.79,11.05,27.54,4.83
1990-01-13 13:00:00+00:00,0.0,0.0,0.0,26.42,4.76
1990-01-13 14:00:00+00:00,0.0,0.0,0.0,25.59,4.76
1990-01-13 15:00:00+00:00,0.0,0.0,0.0,24.98,4.62
1990-01-13 16:00:00+00:00,0.0,0.0,0.0,24.65,4.41
1990-01-13 17:00:00+00:00,0.0,0.0,0.0,24.46,4.21
1990-01-13 18:00:00+00:00,0.0,0.0,0.0,24.23,3.93
1990-01-13 19:00:00+00:00,0.0,0.0,0.0,23.47,4.0
1990-01-13 20:00:00+00:00,0.0,0.0,0.0,23.35,4.0
1990-01-13 21:00:00+00:00,0.0,0.0,0.0,23.22,4.0
1990-01-13 22:00:00+00:00,0.0,0.0,0.0,23.23,4.0
1990-01-13 23:00:00+00:00,0.0,0.0,0.0,23.11,4.0
1990-01-14 00:00:00+00:00,0.0,0.0,0.0,23.04,4.0
1990-01-14 01:00:00+00:00,0.0,0.0,0.0,22.96,4.14
1990-01-14 02:00:00+00:00,268.15,714.36,106.75,23.26,4.21
1990-01-14 03:00:00+00:00,462.25,743.12,132.35,24.36,5.31
1990-01-14 04:00:00+00:00,642.25,730.74,183.25,25.28,5.93
1990-01-14 05:00:00+00:00,699.6,549.52,278.7,26.43,5.59
1990-01-14 06:00:00+00:00,852.7,719.16,242.85,27.46,5.38
1990-01-14 07:00:00+00:00,887.35,830.2,166.15,28.22,5.24
1990-01-14 08:00:00+00:00,766.8,712.34,177.95,28.96,5.17
1990-01-14 09:00:00+00:00,664.05,778.96,99.55,29.24,5.1
1990-01-14 10:00:00+00:00,440.65,612.78,91.5,29.26,5.03
1990-01-14 11:00:00+00:00,191.6,325.79,70.25,28.87,4.83
1990-01-14 12:00:00+00:00,25.0,86.5,12.35,27.96,4.34
1990-01-14 13:00:00+00:00,0.0,0.0,0.0,26.79,4.41
1990-01-14 14:00:00+00:00,0.0,0.0,0.0,25.88,4.69
1990-01-14 15:00:00+00:00,0.0,0.0,0.0,25.21,4.69
1990-01-14 16:00:00+00:00,0.0,0.0,0.0,24.74,4.21
1990-01-14 17:00:00+00:00,0.0,0.0,0.0,24.36,3.59
1990-01-14 18:00:00+00:00,0.0,0.0,0.0,24.13,3.24
1990-01-14 19:00:00+00:00,0.0,0.0,0.0,23.86,2.83
1990-01-14 20:00:00+00:00,0.0,0.0,0.0,23.58,2.69
1990-01-14 21:00:00+00:00,0.0,0.0,0.0,23.32,2.62
1990-01-14 22:00:00+00:00,0.0,0.0,0.0,23.14,2.83
1990-01-14 23:00:00+00:00,0.0,0.0,0.0,22.97,2.97
1990-01-15 00:00:00+00:00,0.0,0.0,0.0,22.87,3.38
1990-01-15 01:00:00+00:00,0.0,0.0,0.0,22.85,3.79
1990-01-15 02:00:00+00:00,290.2,950.82,75.95,23.31,4.07
1990-01-15 03:00:00+00:00,527.8,979.02,93.35,24.61,4.97
1990-01-15 04:00:00+00:00,643.95,730.25,185.05,25.9,5.79
1990-01-15 05:00:00+00:00,708.55,637.6,219.7,26.86,5.79
1990-01-15 06:00:00+00:00,657.45,465.19,262.4,27.55,5.86
1990-01-15 07:00:00+00:00,646.85,438.12,265.55,27.89,6.0
1990-01-15 08:00:00+00:00,453.4,231.3,261.75,28.03,6.07
1990-01-15 09:00:00+00:00,345.75,180.3,214.7,27.87,5.86
1990-01-15 10:00:00+00:00,263.2,195.88,151.15,27.75,5.72
1990-01-15 11:00:00+00:00,181.3,315.45,63.1,27.49,5.45
1990-01-15 12:00:00+00:00,21.85,69.45,11.55,26.98,4.97
1990-01-15 13:00:00+00:00,0.0,0.0,0.0,26.14,4.97
1990-01-15 14:00:00+00:00,0.0,0.0,0.0,25.29,5.03
1990-01-15 15:00:00+00:00,0.0,0.0,0.0,24.62,4.97
1990-01-15 16:00:00+00:00,0.0,0.0,0.0,24.04,4.83
1990-01-15 17:00:00+00:00,0.0,0.0,0.0,23.58,4.41
1990-01-15 18:00:00+00:00,0.0,0.0,0.0,23.22,4.0
1990-01-15 19:00:00+00:00,0.0,0.0,0.0,23.24,3.66
1990-01-15 20:00:00+00:00,0.0,0.0,0.0,23.07,3.52
1990-01-15 21:00:00+00:00,0.0,0.0,0.0,22.97,3.52
1990-01-15 22:00:00+00:00,0.0,0.0,0.0,22.95,3.59
1990-01-15 23:00:00+00:00,0.0,0.0,0.0,22.97,3.59
1990-01-16 00:00:00+00:00,0.0,0.0,0.0,23.13,3.52
1990-01-16 01:00:00+00:00,0.0,0.0,0.0,23.29,3.59
1990-01-16 02:00:00+00:00,174.55,285.61,110.35,23.9,3.52
1990-01-16 03:00:00+00:00,314.6,248.74,204.25,24.88,4.34
1990-01-16 04:00:00+00:00,471.75,328.66,265.1,25.81,4.97
1990-01-16 05:00:00+00:00,574.95,442.07,235.65,26.74,5.38
1990-01-16 06:00:00+00:00,620.2,365.56,309.3,27.74,4.9
1990-01-16 07:00:00+00:00,553.05,320.71,273.4,28.36,4.62
1990-01-16 08:00:00+00:00,470.95,275.42,242.2,28.1,4.97
1990-01-16 09:00:00+00:00,348.4,227.23,182.75,27.96,5.24
1990-01-16 10:00:00+00:00,334.45,329.72,145.1,27.89,5.1
1990-01-16 11:00:00+00:00,120.25,98.3,83.2,27.99,4.62
1990-01-16 12:00:00+00:00,19.05,47.89,11.85,27.56,3.72
1990-01-16 13:00:00+00:00,0.0,0.0,0.0,26.85,3.59
1990-01-16 14:00:00+00:00,0.0,0.0,0.0,26.27,3.86
1990-01-16 15:00:00+00:00,0.0,0.0,0.0,25.78,4.21
1990-01-16 16:00:00+00:00,0.0,0.0,0.0,25.37,4.14
