source_zip,zone,category,subcategory,relative_path,extension,size_bytes,compressed_size_bytes,tags
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Windey - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/518dfd5f8c36dc6209c99374287d4387.nc,nc,485035,313455,developers;market_intel;netcdf;oems;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._518dfd5f8c36dc6209c99374287d4387.nc,nc,595,420,developers;market_intel;netcdf;oems;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Alabat (Philippines) - Wind farms - Online access - The Wind Power.mhtml,mhtml,286819,141471,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Alabat (Philippines) - Wind farms - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/China Datang Corporation renewable Power Co - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,337404,142972,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._China Datang Corporation renewable Power Co - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/BOREAS - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,441128,147122,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._BOREAS - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Enel GreenPower - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,467608,151778,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Enel GreenPower - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Help - Premium Access - Online access - The Wind Power - Wind energy Market Intelligence.mhtml,mhtml,278956,138924,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Help - Premium Access - Online access - The Wind Power - Wind energy Market Intelligence.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Neom - Owners - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,284533,140276,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Neom - Owners - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/China Creative Wind Energy - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,348181,150106,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._China Creative Wind Energy - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/CSIC HZ Windpower - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,350539,150359,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._CSIC HZ Windpower - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/WEG - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,331509,149020,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._WEG - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Acciona Energia - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,526270,157668,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Acciona Energia - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Continuum Wind Energy - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,298230,141074,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Continuum Wind Energy - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/WPD - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,608168,161133,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._WPD - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,954024,199071,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/WPO - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,408571,148760,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._WPO - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Manufacturers - Manufacturers and turbines - Online store and quote request - The Wind Power.mhtml,mhtml,378522,205089,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Manufacturers - Manufacturers and turbines - Online store and quote request - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/LongYuan - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,371151,144560,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._LongYuan - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/W2E - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,385978,152429,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._W2E - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/ACWA Power - Owners - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,290101,140746,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._ACWA Power - Owners - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Power curves - Manufacturers and turbines - Online store and quote request - The Wind Power.mhtml,mhtml,664143,377632,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Power curves - Manufacturers and turbines - Online store and quote request - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Siemens-Gamesa - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,403945,154792,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Siemens-Gamesa - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Envision EN-171_6.5 - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,288102,141539,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Envision EN-171_6.5 - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/sam-cashflow-sample-merchant-plant-2022-11-21.xlsx,xlsx,265605,234562,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._sam-cashflow-sample-merchant-plant-2022-11-21.xlsx,xlsx,589,374,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Sample_World_Windfarms.xls,xls,138240,95512,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Sample_World_Windfarms.xls,xls,586,366,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Wind turbines - Manufacturers and turbines - Online store and quote request - The Wind Power.mhtml,mhtml,467973,264699,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Wind turbines - Manufacturers and turbines - Online store and quote request - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/LCOE Calculator - System Advisor Model - SAM.mhtml,mhtml,784143,226760,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._LCOE Calculator - System Advisor Model - SAM.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/World - Wind farms - Online store and quote request - The Wind Power.mhtml,mhtml,644060,367084,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._World - Wind farms - Online store and quote request - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Invenergy - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,387928,146631,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Invenergy - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/EDP Renovaveis - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,424897,149754,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._EDP Renovaveis - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Sample_Manufacturers.xls,xls,110592,87596,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Sample_Manufacturers.xls,xls,592,365,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Tanay (Philippines) - Wind farms - Online access - The Wind Power.mhtml,mhtml,288800,141740,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Tanay (Philippines) - Wind farms - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/CSSC┬áHaizhuang - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,388933,152187,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._CSSC┬áHaizhuang - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Iberdrola Renewables - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,415318,149707,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Iberdrola Renewables - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Envision - The Wind Power.pdf,pdf,35170,34105,developers;market_intel;oems;pdf;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Envision - The Wind Power.pdf,pdf,516,365,developers;market_intel;oems;pdf;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/1751344341Statistical_Digest_2024.pdf,pdf,675770,581034,developers;market_intel;oems;pdf;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._1751344341Statistical_Digest_2024.pdf,pdf,523,372,developers;market_intel;oems;pdf;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/LKA.geojson,geojson,205193,72198,developers;geojson;market_intel;oems;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._LKA.geojson,geojson,478,292,developers;geojson;market_intel;oems;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Dongfang Electric Corporation - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,379761,152346,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Dongfang Electric Corporation - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/RES - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,487288,155147,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._RES - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/China Three Gorges Corporation - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,317271,141958,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._China Three Gorges Corporation - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/GE Energy - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,467852,159195,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._GE Energy - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Sample_Developers (1).xls,xls,112640,84029,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Sample_Developers (1).xls,xls,574,359,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Players - Players - Online store and quote request - The Wind Power.mhtml,mhtml,388366,210086,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Players - Players - Online store and quote request - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Sample_Developers.xls,xls,112640,84029,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Sample_Developers.xls,xls,574,359,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/NextEra Energy Resources - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,427233,148621,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._NextEra Energy Resources - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Electria Wind - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,328430,148347,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Electria Wind - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Nordex - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,411690,155613,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Nordex - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Nukus (Uzbekistan) - Wind farms - Online access - The Wind Power.mhtml,mhtml,285357,140710,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Nukus (Uzbekistan) - Wind farms - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Sample_Power_curves.xls,xls,187904,102294,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Sample_Power_curves.xls,xls,591,370,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Goldwind - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,424442,155880,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Goldwind - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Owners - Players - Online store and quote request - The Wind Power.mhtml,mhtml,371774,200199,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Owners - Players - Online store and quote request - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Guangdong Mingyang - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,432446,156787,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Guangdong Mingyang - Manufacturers and turbines - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/PNE - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,401915,147317,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._PNE - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/Energiequelle - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,413517,147492,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._Energiequelle - Developers - Wind energy market players - Online access - The Wind Power.mhtml,mhtml,318,170,developers;market_intel;oems;web_snapshot;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,wind farms/sam-cashflow-sample-commercial-2022-11-21.xlsx,xlsx,252836,144787,developers;market_intel;oems;table;wind
wind farms.zip,Raw/Wind/MarketIntel,Wind,MarketIntel,__MACOSX/wind farms/._sam-cashflow-sample-commercial-2022-11-21.xlsx,xlsx,585,371,developers;market_intel;oems;table;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/Sri_Lanka_Wind_Resource_Map.pdf,pdf,1935679,297853,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._Sri_Lanka_Wind_Resource_Map.pdf,pdf,513,365,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/Certified Wind Turbines - Interstate Renewable Energy Council (IREC).mhtml,mhtml,1494806,597783,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._Certified Wind Turbines - Interstate Renewable Energy Council (IREC).mhtml,mhtml,318,170,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/renewable-energy-resource-development-plan-en.pdf,pdf,3429707,3353159,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._renewable-energy-resource-development-plan-en.pdf,pdf,548,380,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/.DS_Store,,6148,305,policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._.DS_Store,ds_store,120,53,policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/Onshore Wind Energy Potential in Srilanka.pdf,pdf,1065907,995351,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._Onshore Wind Energy Potential in Srilanka.pdf,pdf,581,427,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/6 MW Onshore Wind Turbine _ GE Vernova.mhtml,mhtml,5101317,3253002,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._6 MW Onshore Wind Turbine _ GE Vernova.mhtml,mhtml,318,170,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/5173.pdf,pdf,6700708,6029686,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._5173.pdf,pdf,496,344,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/_3 MW Onshore Wind Turbine _ GE Vernova.mhtml,mhtml,6460611,4271484,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/.__3 MW Onshore Wind Turbine _ GE Vernova.mhtml,mhtml,318,170,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/Power Purchase Agreement (PPA) - System Advisor Model - SAM.mhtml,mhtml,1417576,365779,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._Power Purchase Agreement (PPA) - System Advisor Model - SAM.mhtml,mhtml,318,170,policy;resource_map;studies;web_snapshot;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,large files from wind - to be zipped separarely/P17530502c20a50b30bfcd0db467e71bf0d.pdf,pdf,9437316,6889953,pdf;policy;resource_map;studies;wind
large files from wind - to be zipped separarely.zip,Raw/Wind/Studies,Wind,Studies,__MACOSX/large files from wind - to be zipped separarely/._P17530502c20a50b30bfcd0db467e71bf0d.pdf,pdf,555,408,pdf;policy;resource_map;studies;wind
Largest wind files - separate zip.zip,Raw/Wind/Resources,Wind,Resources,Largest wind files - separate zip/LKA_power-density_150m.tif,tif,20651298,20588137,geotiff_candidate;gis;raster;resource_layers;tiff;wind
Largest wind files - separate zip.zip,Raw/Wind/Resources,Wind,Resources,__MACOSX/Largest wind files - separate zip/._LKA_power-density_150m.tif,tif,556,383,geotiff_candidate;gis;raster;resource_layers;tiff;wind
Largest wind files - separate zip.zip,Raw/Wind/Resources,Wind,Resources,Largest wind files - separate zip/LKA_capacity-factor_IEC3.tif,tif,20957226,20924742,geotiff_candidate;gis;raster;resource_layers;tiff;wind
